"Date","Price","Open","High","Low","Vol.","Change %"
"26/06/2024","43.00","42.50","43.00","43.00","271.41K","1.18%"
"25/06/2024","42.50","45.05","42.50","42.50","856.24K","-5.66%"
"24/06/2024","45.05","47.00","45.05","45.05","695.76K","-4.15%"
"21/06/2024","47.00","47.00","45.45","44.00","356.38K","0.00%"
"20/06/2024","47.00","47.00","46.15","42.50","285.20K","0.00%"
"19/06/2024","47.00","47.00","47.00","43.50","778.14K","0.00%"
"14/06/2024","47.00","47.00","45.10","43.40","577.46K","0.00%"
"13/06/2024","47.00","47.00","46.90","44.60","398.86K","0.00%"
"11/06/2024","47.00","47.00","46.90","45.00","617.39K","0.00%"
"10/06/2024","47.00","47.00","46.00","42.95","473.23K","0.00%"
"07/06/2024","47.00","47.00","47.00","46.00","1.27M","0.00%"
"06/06/2024","47.00","47.00","45.00","42.30","500.14K","0.00%"
"05/06/2024","47.00","47.00","43.45","42.30","457.39K","0.00%"
"04/06/2024","47.00","47.00","45.00","42.30","1.16M","0.00%"
"03/06/2024","47.00","47.00","47.00","42.30","674.17K","0.00%"
"31/05/2024","47.00","47.00","46.95","42.50","401.87K","0.00%"
